IDTNS;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A2_1;A2_2;A2_3;A3;A4;E2;E4;F2_1;F2_2;F2_3;F4_1;F4_2;F4_3
484761;5;5;3;0;3;5;5;5;5;7;5;5; ; ; ; ; ; ; ; 
484801;6;6;6;8;7;7;6; ; ; ; ; ; ; ; ; ; ; ; ; 
484816;7;7;6;0;4;5;8;4;0;7;4;2;0;3; ; ; ;1;2;2
484855;7;8;5;7;5;9;8;9;6;5;6; ;7; ; ; ; ;8;9;9
484865;1;0;0;0;0;5;5;3;1;5;3; ;6;6; ; ; ;3;1;1
485168;7;7;9;6;8;10;10;8;10;10;9; ; ; ; ; ; ; ; ; 
485904;6;7;7;7;6;7;6;6;6;8;7; ;7;8; ; ; ;7;7;7
485912;10;10;10;10;10;10;10;0;0;0;0; ; ;10; ; ; ;10;10;10
485933;5;7;5;7;7;0;10; ; ; ; ; ; ; ; ; ; ;0;7;7
485945;5;4;4;6;5;5;5; ; ; ; ; ; ;5; ; ; ;4;5;5
485946;3;4;7;3;9;3;6;0;3;4;2; ;4;2; ; ; ;2;2;5
486007;4;7;9;9;8;8;8;8;8;9;9; ; ; ; ; ; ; ; ; 
486053;5;6;5;5;7;3;3; ; ; ; ;5; ;5;3;5;5;5;5;5
486083;5;0;5;3;5;0;5;0;5;5;5;3; ;0; ; ; ;0;0;0
486097;6;6;7;6;7;6;5;5;6;6;8; ;6;6; ; ; ; ; ; 
486113;10;10;10;10;8;10;10;8;9;10;9;8;9; ; ; ; ;10;10;10
486163;6;7;7;6;8;5;6;4;4;5;6; ; ;7; ; ; ; ; ; 
486171;7;5;8;8;9;9;7;5;5;10;7; ;9;5; ; ; ; ; ; 
486183;9;10;10;10;8;10;10;9;10;10;9; ; ; ;10;10;10; ; ; 
486203;8;8;10;9;9;10;9;9;8;10;9;10; ; ; ; ; ; ; ; 
486250;10;8;5;5;5;7;8;8;9;9;8;9; ; ; ; ; ; ; ; 
486257;5;5;8;7;10;0;0; ; ; ; ; ;0;10; ; ; ;6;10;10
486314;8;8;8;5;7;8;8;5;10;10;8;8; ; ;10;8;10;10;10;10
486320;10;5;10;9;8;10;10;8;5;8;10;10; ;5;10;10;10;10;10;10
486328;10;10;9;10;7;10;9;7;7;9;10; ;9;10;10;10;10; ; ; 
486368;1;0;1;0;0;1;0;0;0;0;0; ; ; ; ; ; ;1;0;0
486386;6;8;9;8;7;9;9;7;5;10;8; ;9;10;10;9;10; ; ; 
486388;6;5;4;3;4;4;4;1;3;5;4;4;1;3; ; ; ;2;2;3
486393;10;10;10;0;10;10;10;10;10;10;10; ;0; ; ; ; ;10;10;10
486406;10;10;8;8;10;10;10;8;10;8;8; ;8;10; ; ; ; ; ; 
486445;6;7;5;7;7;10;8;6;6;6;8; ; ; ; ; ; ;5;7;8
486449;9;8;7;6;7;10;10;8;8;10;10; ; ; ; ; ; ; ; ; 
486456;9;10;10;8;9;7;8; ; ; ; ; ;9; ; ; ; ; ; ; 
486494;5;3;4;3;4;7;4;5;5;5;5; ; ; ; ; ; ;5;8;4
486504;2;2;8;8;8;3;5;3;3;3;5; ;3; ; ; ; ;0;3;1
486517;4;0;0;0;0;0;3;4;4;8;5;5;5; ; ; ; ;8;8;8
486588;4;4;2;2;2;5;1;0;8;6;0; ;6; ; ; ; ;10;10;6
486605;4;2;5;6;5;0;0;3;2;3;3; ;0;1; ; ; ;4;5;3
486618;6;7;7;7;5;6;6;8;7;8;8; ;7; ; ; ; ; ; ; 
486655;5;7;7;5;5;5;7;3;5;5;5;5;7;5; ; ; ;5;5;5
486739;5;0;0;0;0;0;0;0;0;6;5;0;0;5; ; ; ;10;10;7
486745;5;6;5;3;6;7;5;7;6;7;8; ;8; ;8;8;8;4;4;4
486747;9;9;8;10;10;6;6;8;9;9;9; ;8; ; ; ; ;8;10;8
486763;3;2;1;1;5;2;5;2;4;5;3; ;5;5;5;5;7;3;3;3
486793;7;6;7;5;6;7;5;7;3;4;5;6;7; ; ; ; ;3;2;3
486799;5;5;3;0;0;5;7;0;4;5;5; ; ; ; ; ; ;5;5;5
490968;5; ;10;10;8;10;8; ; ; ; ;0;10; ; ; ; ; ; ; 
490972;9;8;8;7;7;6;8;5;6;7;9;9; ;7; ; ; ; ; ; 
490973;8;8;9;8;8;7;7;8;8;10;10; ;8; ; ; ; ; ; ; 
490974;10;10;10;9;10;8;10; ; ; ; ;8; ; ; ; ; ; ; ; 
490977;9;7;9;5;5;5;7;9;10;9;10; ;9; ; ; ; ; ; ; 
490996;5;0;5;0;0;0;7;4;5;5;5; ;5; ; ; ; ;6;7;5
491000;10;10;10;10;10;10;10;8;10;10;10;7; ; ; ; ; ;10;10;10
491005;5;0;0;5;0;5;5;5;4;5;6; ;8; ; ; ; ;2;3;4
491009;5;5;3;2;2;8;5;0;5;7;5; ; ; ; ; ; ; ; ; 
491011;7;7;5;7;6;10;10; ; ; ; ;10;9; ; ; ; ;10;10;10
491014;5; ;5;4;3;4;7;8;5;7;5; ;4;2; ; ; ;7;7;4
491030;7;4;5;3;4;9;8;3;10;8;7;9; ;1; ; ; ;10;10;7
491037;8;6;8;10;5;5;4;5;5;3;5;10;1;5;5;5;10;5;8;10
491045;5;5;5;5;7;0;5;0;5;7;8; ;8; ; ; ; ; ; ; 
491053;10;10;10;9;8;9;10;9;8;9;9;9;8;10;10;9;10;9;9;9
491058;3;2;6;2;2;0;3;4;7;8;8; ;6;8; ; ; ; ; ; 
491080;8;10;9;8;9;9;8; ; ; ; ;10;8;8;10;0;8; ; ; 
491082;9;8;9;7;8;8;9;7;8;8;9; ; ; ; ; ; ;8;9;9
491085;6;5;9;9;6;7;7;3;7;6;5; ;3;5; ; ; ; ; ; 
491086;5;7;7;7;8;8;9;8;7;6;8;8;6;6; ; ; ; ; ; 
491125;4;3;2;3;2;4;7;7;7;8;7; ;8;7;0;0;5; ; ; 
491126;6;7;8;6;5;4;5;5;7;7;8; ;8; ; ; ; ; ; ; 
491130;7;8;9;9;9;8;7; ; ; ; ; ; ; ; ; ; ; ; ; 
491147;9;8;10;10;9;7;8;8;8;8;8; ;7;8; ; ; ;6;6;7
491154;2;0;5;3;5;10;10;7;6;4;5; ; ;0; ; ; ;5;10;5
491155;7;4;10;6;5;5;2; ; ; ; ; ;0;0;0;7;10;10;7;10
491165;7;7;8;8;6;8;7;5;7;6;5;7;7; ; ; ; ; ; ; 
491169;6;5;6;6;5;4;4;8;8;7;8;7;4;4;8;8;8; ; ; 
491185;0;0;5;0;0;8;5;0;5;5;5; ;5; ; ; ; ; ; ; 
491192;0;3;9;9;7;0;0;6;0;4;7;9;0;0; ; ; ; ; ; 
491195;9;9;9;10;9;8;9;9;9;9;10; ; ; ; ; ; ; ; ; 
491199;7;8;9;8;10;7;8;8;7;7;8; ;8;6; ; ; ;8;8;8
491202;5;5;10;8;10;7;5;0;0;5;4; ; ; ; ; ; ;5;10;10
491203;6;2;1;1;5;7;6;0;3;7;8;7; ; ; ; ; ; ; ; 
491226;10;10;10;10;10;7;10;10;10;10;10; ; ;10;10;10;8; ; ; 
491230;4;0;4;0;4;8;8;8;5;8;6; ; ; ; ; ; ;6;6;6
491249;8;7;4;2;5;5;8;10;10;9;10; ;7;6; ; ; ; ; ; 
491255;8;7;9;10;8;10;10;10;8;10;10; ; ;9; ; ; ; ; ; 
491274;7;7;9;10;10;6;5;8;8;8;8; ;7; ; ; ; ;10;10;10
491288;7;6;6;6;7;8;10;5;8;5;7; ; ; ; ; ; ; ; ; 
491291;7;5;6;7;8;10;10;7;4;8;8; ; ;10; ; ; ;7;5;7
491306;7;7;9;8;9;6;4;6;8;9;9; ;7; ; ; ; ;8;9;8
491317;10;8;10;9;9;9;10;5;5;5;5;5;8; ; ; ; ;9;9;9
491374;7;5;5;8;5;5;8;5;7;7;7; ;5;7; ; ; ;7;7;7
491393;3;3;5;2;5;2;3;9;3;7;5;7;2;3; ; ; ;4;5;2
491445;8;7;9;9;6;9;7;8;0;5;7;7;1;7; ; ; ;9;9;10
491471;8;5;2;2;1;10;7;0;8;4;5; ; ; ; ; ; ;7;10;4
491487;10;8;5;5;5;8;8;5;5;10;7;10; ; ; ; ; ;10;10;10
491494;10;10;10;9;8;10;10;10;8;10;9;9; ;10; ; ; ;10;10;10
491510;0;0;5;0;0;5;5;0;0;5;5; ; ; ; ; ; ; ; ; 
491516;6;6;6;4;7;7;8; ; ; ; ; ; ; ; ; ; ; ; ; 
491531;2;0;1;0;0;1;5;0;0;2;0;0;5; ; ; ; ;7;0;0
491532;2;1;1;1;2;0;3;1;3;5;3; ;4;0; ; ; ;2;2;3
491538;1;2;0;0;0;0;8;5;2;2;1;0;1; ; ; ; ;4;3;0
491546;3;5;2;1;0;5;5;6;5;5;4; ;5;4; ; ; ;2;5;3
491550;6;7;7;6;7;10;9; ; ; ; ; ; ; ; ; ; ; ; ; 
491555;7;5;6;5;6;7;8;2;4;5;4;5;6;6; ; ; ;8;6;8
491566;0;0;0;0;0;0;0;0;0;10;0; ; ;10; ; ; ;5;0;4
491582;2;2;3;1;4;0;0;4;2;1;2; ;0;0; ; ; ;7;0;1
491590;8;8;8;8;9;7;7;2;5;5;0; ;7; ;7;6;7; ; ; 
491603;8;7;10;10;10;9;10;5;5;8;8;8; ; ; ; ; ;8;10;10
491611;1;2;4;3;4;1;2;1;2;1;2; ;0;0; ; ; ;7;7;0
491613;5;5;5;4;4;4;4;6;6;6;5;4; ; ; ; ; ;7;6;6
491633;3;0;3;3;10;5;5;7;0;10;7; ;10; ; ; ; ; ; ; 
491657;5;3;6;5;5;2;5;1;5;4;4; ;0; ;4;0;5;6;8;6
491659;5;5;5;3;3;5;5;5;5;6;6; ;4; ; ; ; ;3;5;6
491675;7;2;0;0;1;10;8;8;0;8;5; ; ; ; ; ; ;5;1;0
491680;8;6;5;6;5;8;9;7;6;7;7; ;7; ; ; ; ; ; ; 
491703;5;0;5;5;0;0;5; ; ; ; ; ; ; ; ; ; ;5;5;5
491778;5;5;5;4;5;5;5;3;3;5;4;5;2; ; ; ; ;1;3;3
491832;7;3;3;3;7;5;3;0;0;2;0;3;3;5; ; ; ; ; ; 
491850;3;4;6;3;4;3;3;6;4;3;3; ;5;4; ; ; ; ; ; 
491886;5;4;7;5;5;7;7;5;4;8;7;7;5;5; ; ; ;2;0;4
491892;7;5;5;5;0;5;10;10;7;10;9;9; ; ; ; ; ; ; ; 
491913;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
491940;6;7;7;7;8;6;7;5;5;6;6; ;7;7;9;8;8; ; ; 
491957;6;7;7;8;4;5;7; ; ; ; ; ;7; ; ; ; ; ; ; 
491996;7;6;5;2;5;2;8;7;5;7;5;9;0; ; ; ; ;8;9;6
492001;9;10;10;9;10;10;10;8;9;10;10;9; ; ; ; ; ;10;10;10
492012;8;9;5;5;7;1;1;8;8;9;8;7;8;8; ; ; ; ; ; 
492028;0;0;0;0;0;0;0; ; ; ; ;1;0; ; ; ; ;5;1;0
492033;10;10;8;7;6;10;10;10;10;8;10;10; ; ;10;10;10;10;10;10
492062;7;9;9;7;8;10;10;7;8;9;9;9; ;10; ; ; ;10;10;10
492089;7;7;8;7;7;6;8;6;7;6;7; ;6;6; ; ; ;7;7;7
492092;10;10;10;8;8;9;10;9;10;10;10; ; ;10; ; ; ; ; ; 
492093;4;4;1;1;3;5;4;2;6;8;7; ;4;4; ; ; ;5;6;8
492108;7;1;0;0;0;7;7;5;0;1;1; ; ; ; ; ; ;7;0;0
492123;10;10;10;8;10;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
492143;8;8;9;7;9;9;9;8;8;9;8;9; ;8; ; ; ; ; ; 
492145;3;2;1;0;3;6;6;0;2;5;5; ;4; ; ; ; ;6;0;2
492146;5;4;7;3;5;7;3;2;4;3;5; ; ;1; ; ; ;1;1;4
492164;5;3;7;8;6;8;5;7;2;7;7; ; ; ; ; ; ;3;3;3
492181;7;8;8;6;9;7;5;5;5;6;7;6;6; ; ; ; ;4;5;7
492187;5;7;6;2;6;6;7; ; ; ; ;8; ; ; ; ; ; ; ; 
492190;6;7;6;8;7;10;9; ; ; ; ;8;0; ; ; ; ; ; ; 
492234;9;7;6;7;5;10;10; ; ; ; ;10; ; ; ; ; ; ; ; 
492278;8;7;7;6;6;10;10;10;10;10;10; ; ; ; ; ; ;8;10;8
492319;10;10;10;10;10;10;10;10;10;10;10;10;9; ; ; ; ; ; ; 
492320;7;6;6;5;8;6;8;7;8;8;8; ; ; ; ; ; ;8;8;7
492330;2;0;8;8;7;0;8;0;4;5;0; ;0;0; ; ; ; ; ; 
492343;8;8;8;8;8;5;8;7;8;10;10; ;7;7; ; ; ;8;8;8
492346;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;1;5;2
492366;6;6;9;8;8;6;7;1;2;4;7; ;5; ; ; ; ;8;8;8
492376;8;8;8;6;8;6;8;7;7;9;7;7;7;9;8;8;8; ; ; 
492404;7;7;8;8;7;8;8;7;8;8;8; ;8; ; ; ; ; ; ; 
492433;4;2;4;2;3;2;2;2;2;3;4; ; ;7; ; ; ; ; ; 
492450;10;5;5;5;5;10;10;10;8;10;5;8;10;10;9;8;10; ; ; 
492453;0;1;0;0;0;0;3;8;4;8;4; ;0;0; ; ; ;3;4;4
492459;9;8;7;6;7;8;8;9;8;9;9; ;8; ;9;9;9;9;9;9
492472;2;0;8;5;8;0;0;5;0;8;0;8;2;6; ; ; ;10;6;8
492484;0;0;0;0;0;0;0; ; ; ; ; ;4;0; ; ; ;5;5;5
492485;3;3;0;0;0;0;5;3;8;8;8; ; ;8;8;8;0;8;8;5
492490;5;5;5;5;6;5;5; ; ; ; ;6;5;6; ; ; ;6;6;6
492508;0;0;5;7; ;5;5;0;0;8;8; ; ; ; ; ; ; ; ; 
492558;5;8;2;0;1;7;8;8;5;7;7; ; ; ; ; ; ; ; ; 
492564;0;0;2;0;0;2;0;8;8;10; ;8;10; ; ; ; ;0;0;0
492572;2;5;2;0;5;1;5;5;5;10;10; ;5;10; ; ; ;5;5;5
492594;7;6;7;6;6;7;8;6;6;8;7; ;6; ; ; ; ;6;6;6
492693;8;7;8;5;5;7;7;5;9;9;7; ;8;8; ; ; ;3;6;7
492704;7;5;1;1;1;7;7;7;5;7;7;7;7; ;7;7;7;7;7;7
492710;8;9;10;10;5;10;10;10;10;4;5; ; ;6; ; ; ; ; ; 
492716;6;5;9;9;7;7;7;5;5;7;7; ;9;5; ; ; ;7;9;9
492720;6;5;5;5;7;5;5;5;8;8;3;5;6;5; ; ; ;5;6;6
492737;4;4;2;0;8;2;5;8;0;9;9;8;8; ; ; ; ;8;8;5
492742;6;6;7;7;7;9;9;9;10;10;9; ;9; ;5;9;10;5;9;10
492746;4;4;6;0;5;9;7;9;5;10;9; ; ; ; ; ; ;5;2;3
492757;5;4;5;2;2;0;0;4;0;0;8;5;0;0;0;6;9;0;0;9
492758;5;9;8;9;7;9;4;5;6;4;6; ; ;2; ; ; ;9;9;8
492806;4;4;6;5;6;4;4;2;4;2;2; ;2; ; ; ; ; ;9;7
492837;0;0;10;0;10;0;0; ; ; ; ; ;0; ; ; ; ; ; ; 
492885;6;6;7;7;7;6;6;5;5;7;7; ;9;8; ; ; ;9;9;9
492903;0;0;3;3;3;0;0;0;0;8;3; ;3;0; ; ; ;3;5;5
492938;10;10;10;9;9;10;10;9;9;10;10;9;8; ;10;10;10; ; ; 
492941;0;1;3;2;3;0;0;1;0;0;1;1;0;0; ; ; ;3;3;3
493033;8;6;5;0;4;10;10;5;6;9;8; ; ; ; ; ; ;5;8;7
493058;9;10;8;7;8;10;10;7;9;9;10;2; ;10; ; ; ; ; ; 
493121;5;5;5;6;6;7;7;6;10;10;5;5;7; ; ; ; ;8;8;4
493343;6;7;6;7;5;7;6;8;8;9;8; ;8; ; ; ; ;8;10;9
493493;8;8;8;8;6;9;9;9;8;9;9;9;9; ; ; ; ;9;10;8
493509;0;0;0;0;0;0;10;0;0;0;0; ;0; ; ; ; ;0;0;10
493510;7;7;7;7;8;7;7;5;0;7;7; ; ; ; ; ; ; ; ; 
493632;0;0;5;5;0;5;5;0;5;5;0; ; ;0; ; ; ; ; ; 
493725;5;5;4;4;7;5;7; ; ; ; ; ; ; ; ; ; ;8;8;6
493904;4;4;0;0;0;8;8;8;8;4;8;8;8;8;10;10;8;8;0;0
493932;5;3;4;4;4;0;3;0;5;5;5;7; ; ; ; ; ;5;5;3
493939;4;3;0;1;2;2;5;2;2;5;2; ;0; ; ; ; ;5;5;2
493941;5;2;5;0;0;2;0;1;7;6;0;2;4;4; ; ; ;5;4;7
493994;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; 
493997;2;2;3;0;3;0;5;0;3;2;0;3;0; ; ; ; ; ; ; 
494011;7;10;7;0;0;0;7;0;0;10;7; ;10;10; ; ; ;10;10;10
494037;5;5;5;3;5;5;10;8;5;8;10; ;5;5;10;10;10;5;5;5
494051;9;7;8;5;7;9;9;10;10;10;10; ; ; ;10;10;10;7;7;8
494085;7;8;8;8;9;8;7;4;4;5;3; ;5; ; ; ; ;2;2;5
494118;5;7;10;10;10;7;10;5;5;7;7; ; ; ; ; ; ; ; ; 
494132;10;10;8;7;7;8;8;8;7;10;10; ; ;10; ; ; ;10;10;10
494134;4;5;6;2;3;6;5;7;7;7;7; ; ; ; ; ; ;7;7;0
494147;9;9;10;10;9;10;9;7;7;10;10; ; ; ; ; ; ; ;10;9
494163;5;0;5;4;5;5;8;0;6;3;6; ;5;5; ; ; ; ; ; 
494173;5;5;5;5;0;5;3; ; ; ; ; ;3;5; ; ; ; ; ; 
494182;9;9;6;10;7;9;10;8;8;9;9; ;8;10; ; ; ;9;10;8
494198;3;0;0;1;5;0;2;0;0;1;5; ;0;5; ; ; ; ; ; 
494209;8;6;8;6;5;8;8;6;8;7;7; ; ; ; ; ; ; ; ; 
494210;5;0;1;0;0;2;5;5;5;5;5; ;4;6; ; ; ; ; ; 
494211;5;3;1;0;5;5;8;4;6;8;7; ;7; ; ; ; ;0;0;0
494280;10;10;10;10;10;10;10;9;9;10;10; ; ; ; ; ; ; ; ; 
494331;7;8;7;7;8;10;10;8;9;10;10; ;8; ; ; ; ;8;9;10
494344;5;7;10;10;7;7;10;7;10;10;8; ;10; ; ; ; ; ; ; 
494350;9;8;9;7;7;9;8;5;5;8;8; ;7; ;8;9;9;7;8;8
494377;6;6;7;5;5;5;5;8;7;9;7; ;3;3; ; ; ; ; ; 
494404;9;8;10;10;10;10;10;7;10;9;10;10; ; ;10;10;10; ; ; 
494410;4;5;6;7;4;6;3;2;2;5;5; ;5; ; ; ; ;4;5;6
494423;8;8;9;9;9;8;8;5;8;8;8;8; ; ; ; ; ;8;8;7
494465;10;10;10;9;8;9;7;8;5;9;10; ; ; ; ; ; ; ; ; 
494474;0;0;10;5;5;0;5;0;5;5;3; ;3;3; ; ; ; ; ; 
494479;9;9;10;9;7;8;10; ; ; ; ;9;9; ; ; ; ;10;10;10
494515;1;1;0;1;3;1;0;1;1;0;3;5;0; ; ; ; ;1;2;9
494521;0;10;10;0;10;10;10;0;0;0;10; ; ; ; ; ; ;0;10;10
494535;7;5;7;2;2;5;9;7;7;7;8; ;5;5; ; ; ;5;3;5
494546;0;2;4;4;5;5;7;1;0;3;1; ;4; ; ; ; ;3;0;5
494555;8;6;7;6;7;7;7;2;4;4;3;3;5; ; ; ; ; ; ; 
494563;4;4;8;8;5;10;6;8;5;4;8;7; ; ; ; ; ;10;10;10
494603;5;2;5;6;7;2;5; ; ; ; ; ;1;4; ; ; ; ; ; 
494624;1;2;2;0;2;0;8;5;5;5;5; ;2;0; ; ; ; ; ; 
494625;8;8;8;0;0;8;10;10;10;10;10; ;10;10; ; ; ; ; ; 
494637;6;6;6;5;7;7;6; ; ; ; ; ; ; ; ; ; ; ; ; 
494648;8;5;4;0;3;7;4;4;5;4;6; ;8;9; ; ; ; ; ; 
494657;8;8;5;4;5;7;6;8;8;8;8;7; ;8; ; ; ;10;8;8
494670;5;0;5;5;2;10;5;8;3;5;5;2;2; ; ; ; ;5;5;5
494687;2;2;1;1;1;5;2;0;10;1;3;0;0; ; ; ; ;0;0;1
494740;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;0;0;0
494759;2;3;9;9;9;2;0;0;0;3;0;0;0; ; ; ; ;0;0;0
494760;0;0;0;0;0;0;0;0;0;0;0; ;0; ; ; ; ;0;0;0
494763;9;9;10;8;9;9;10;10;10;10;8; ;8; ; ; ; ;10;10;10
494764;5;2;3;5;5;0;0;1;5;3;5; ;5;5; ; ; ;5;6;5
494766;8;8;6;7;6;7;8;4;7;6;6;6; ;9;10;10;3;10;10;7
494819;5;5;5;4;5;3;5;2;5;10;5; ; ; ; ; ; ;5;5;5
494836;8;6;8;8;9;10;10;6;8;9;9;8; ;8; ; ; ;6;9;8
494889;9;7;8;9;6;10;10;7;9;9;7;7;9; ;8;7;7; ; ; 
494906;7;9;8;7;7;7;8;7;9;9;9;7;8; ; ; ; ;7;7;9
494941;9;9;6;6;7;9;9;9;9;9;9;9;9; ; ; ; ;10;10;9
494943;2;2;4;6;4;0;0;0;0;5;3;5;4;4; ; ; ; ;9;5
494957;3;0;0;0;0;0;0;5;0;0;0; ;0; ; ; ; ;0;0;0
495331;8;8;7;6;6;10;9;5;5;8;6;6; ; ; ; ; ; ; ; 
495983;8;9;8;7;7;7;8;5;5;7;7;9;9; ; ; ; ; ; ; 
495987;8;7;9;10;9;9;5;5;10;10;8; ; ;8; ; ; ;10;10;10
496002;7; ;5;7;5;8;8;7;8;9;9; ;9; ; ; ; ;7;7;8
496011;6; ;6;5; ; ;4;6;8;9;7; ;7;8; ; ; ; ; ; 
496036;6;8;8;6;6;8;6;7;9;9;7; ;9; ; ; ; ;9;9;9
496055;6;6;8;7;8;7;8;5;7;8;7;9; ; ; ; ; ;8;8;9
496064;0;4;6;5;5;0;3;0;4;5;5; ;3;2; ; ; ; ; ; 
496103;8;8;8;7;7;7;8;8;7;7;7; ;8; ; ; ; ;7;7;8
496105;7;10;10;10;10;10;7;7;10;10;10; ; ; ; ; ; ;10;10;10
496145;10;10;10;10;5;5;10;5;5;10;8;8;8;5; ; ; ; ; ; 
496169;3;3;7;7;5;3;3;5;3; ; ; ;3; ; ; ; ;1;1;8
496236;9;9;10;10;9;8;8; ; ; ; ; ;9;10; ; ; ;9;9;9
496256;0;0;10;0;0;10;10;0;0;0;0;10; ; ; ; ; ;0;0;10
496279;8;7;8;8;8;8;5;7;5;7;8; ;0; ; ; ; ;8;8;8
496281;5;6;6;6;5;6;5;5;5;5;5;6;5;5; ; ; ; ; ; 
496304;3;0;7;7;7;0;0; ; ; ; ; ;0;0; ; ; ;8;8;8
496311;6;6;8;6;6;8;8;7;7;10;8; ;7; ; ; ; ;8;8;8
496315;5;6;6;5;4;9;8;7;8;8;8; ; ; ;9;8;7;9;8;7
496317;9;8;6;0;5;7;7;7;8;8;8;7; ; ; ; ; ; ; ; 
496318;10;10;9;9;9;9;10;9;10;10;10; ; ; ; ; ; ;10;10;10
496321;5;3;5;2;5;7;6;5;8;9;8; ; ; ; ; ; ;2;2;8
496333;3;2;6;9;4;8;2;5;7;8;7;7; ; ; ; ; ;10;10;10
496356;6;5;10;10;5;9;7;7;7;10;10; ; ; ; ; ; ; ; ; 
496361;6;7;8;8;7;8;8;7;8;8;7; ; ; ; ; ; ; ; ; 
496429;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ;10;10;10
496493;8;9;8;6;6;10;9;9; ;10;9; ; ; ; ; ; ;9;10;10
496494;8;6;8;9;9;5;7;7;8;8;8;8; ;5; ; ; ; ; ; 
496572;7;5;7;7;8;5;5; ; ; ; ;7;5; ; ; ; ;0;0;5
496573;8;7;7;5;7;7;5;7;8;8;7;7;7;5; ; ; ; ; ; 
496580;8;7;8;8;7;7;7;6;6;7;7;7; ; ; ; ; ;7;7;8
496583;10;10;8;7;9;8;10;9;8;10;9; ;8;9; ; ; ; ; ; 
496593;7;8;6;7;7;5;6;0;0;9;0;0;8; ; ; ; ;0;8;8
496594;2;4;3;8;8;1;2;0;3;0;0; ;0;0; ; ; ;2;3;3
496634;0;0;0;0;0;0;5;0;0;7;3;5;0;0; ; ; ;0;0;0
496637;8;8;7;8;7;8;8; ; ; ; ; ;8;6; ; ; ; ; ; 
496638;4;0;0;0;0;5;5;0;5;5;5; ;5; ; ; ; ;5;5;5
496657;8;9;10;6;7;0;10;5;8;3;8; ;0; ; ; ; ; ; ; 
496730;7;7;7;7;9;8;8;3;3;5;3; ;3;5; ; ; ;10;10;10
496768;0;0;8;4;5;7;5;4;4;0;4;8;6;7; ; ; ; ; ; 
496774;7;8;9;9;9;7;8; ; ; ; ; ;7;7; ; ; ; ; ; 
496782;10;10;10;10;10;10;10;0;8;10;10; ; ; ; ; ; ; ; ; 
496796;8;2;7;7;4;6;6;4;0;8;7; ; ; ; ; ; ;7;4;4
496803;10;10;10;10;5;5;5;10;5;6;7; ; ; ; ; ; ; ; ; 
496845;5;0;3;2;2;1;5; ; ; ; ;4;3;5; ; ; ; ; ; 
496869;10;10;10;10;10;10;10;7;8;7;9; ; ;10; ; ; ; ; ; 
496894;6;5;5;3;3;4;4;5;5;6;5; ; ; ; ; ; ;5;5;5
496896;5;5;7;7;4;5;5; ; ; ; ; ; ; ; ; ; ; ; ; 
496908;5;5;10;8;10;5;10;10;10;10;10; ; ; ; ; ; ; ; ; 
496921;5;6;7;5;7;4;6;9;5;8;8; ; ; ; ; ; ;8;10;9
496948;0;0;7;5;5;7;7;0;0;5;5; ;5;0; ; ; ;3;6;8
501087;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;0;0;0
501089;10;5;10;5;5;5;10; ; ; ; ; ; ;5; ; ; ;10;10;10
501096;6;5;3;2;3;4;8;8;5;8;8; ; ;0; ; ; ;2;0;6
501097; ;5;6;5;6;7;7;5;5;6;6; ;7; ; ; ; ; ; ; 
501107;0;0;2;5;4;7;8;0;0;4;0; ;5;0; ; ; ;0;0;0
501112;5;5;8;7;7;8;8;5;5;7;7; ;6;8; ; ; ; ; ; 
501118;6;5;7;7;6;6;6;5;6;6;6;6;6;6; ; ; ;6;7;6
501120;8;8;10;8;8;8;8; ; ; ; ;8; ; ; ; ; ; ; ; 
501136;5;5;7;5;7;5;0; ; ; ; ; ; ; ; ; ; ; ; ; 
501148;3;3;4;0;4;5;4;0;0;1;0;2;2; ; ; ; ;2;0;2
501160;0;0;0;0; ;0;10;10;0;10;10; ; ; ; ; ; ;0;0;0
501163;0;0;0;6;0;0;10;0;5;5;6;6; ; ; ; ; ; ; ; 
501164;6;5;4;5;5;5;5;2;3;2;3;2;2;2; ; ; ;3;5;3
501166;6;6;5;6;6;7;7;3;4;6;5; ; ;6; ; ; ;7;5;6
501177;0;0;0;0;0;0;0; ; ; ; ;0;5;0; ; ; ;5;6;10
501183;5;3;5;3;7;7;6;5;7;6;6; ;7;8; ; ; ; ; ; 
501185;2;5;6;7;8;7;5;6;5;5;5; ;4;4; ; ; ;8;6;6
501188;2;6;8;6;5;6;2;6;7;5;7; ;6; ; ; ; ;8;9;9
501192;10;10;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; ; ; 
501197;5;6;3;3;4;6;5;0;6;6;5; ; ; ; ; ; ;5;6;6
501198;4;5;4;4;4;5;4;3;3;4;2;4;3;4;3;3;3;5;4;4
501205;8;5;2;3;4;1;1;1;1;8;8; ;1; ; ; ; ;1;1;5
501211;10;6;8;8;10;8;10;6;5;9;8; ; ;9; ; ; ;10;10;10
501236;8;5;4;5;5;8;8;8;8;5;5; ;6; ; ; ; ;4;4;6
