IDTNS;B1_1;B1_2;C1_1;C1_2;C1_3;D1_1;D1_2;A2_1;A2_2;A2_3;A3;A4;E2;E4;F2_1;F2_2;F2_3;F4_1;F4_2;F4_3
501246;0;0;2;0;2;0;1;0;0;2;0;0;0;0; ; ; ; ; ; 
501265;9;10;10;9;10;9;10;9;10;10;10; ;10;10; ; ; ;9;10;10
501308;3;1;0;0;0;0;4;0;0;0;5; ;0; ;0;0;5;0;3;0
501310;8;7;9;8;7;7;8;7;7;7;7;8; ; ; ; ; ;8;8;7
501328;7;7;8;7;8;6;6;6;7;8;8;7;7; ; ; ; ;8;8;8
501331;8;10;8;8;8;10;10;10;10;10;10;10;10;10; ; ; ;8;8;10
501337;5;7;6;5;6;7;3;7;6;7;7;5; ; ; ; ; ;6;6;7
501341;7;0;0;7;4;2;7;8;0;5;3;3;0; ; ; ; ;0;0;5
501351;5;5;5;4;3;5;5;6;7;9;9;9;6;7; ; ; ;7;7;6
501366;5;3;0;0;0;0;0;2;0;5;3; ;10;10; ; ; ;5;10;2
501397;5;3;2;2;3;7;7;7;5;5;7;7;7;8; ; ; ;5;5;6
501418;5;5;5;4;3;5;7;2;5;8;8;5;8; ; ; ; ;5;8;7
501428;2;5;0;0;0;5;5;0;5;3;0; ;5; ; ; ; ;8;8;8
501435;4;2;5;5;5;1;1;8;0;1;10; ;1; ; ; ; ;4;5;7
501447;8;9;8;8;6;5;5;5;8;8;6;8;8;5;7;7;7;7;7;7
501450;6;6;9;7;8;8;7;8;9;8;8;7;8;8; ; ; ;9;9;8
501455;0;0;0;0;0;0;0;2;10;10;5; ;0; ; ; ; ;0;5;4
501463;6;6;6;6;6;5;6;4;4;4;6; ;5; ; ; ; ;6;6;6
501476;6;6;5;5;6;6;6;7;7;6;6;6; ;6; ; ; ;8;10;8
501500;5;6;7;8;5;6;6;5;8;8;7; ; ; ; ; ; ;6;6;7
501569;10;0;0;0;0;5;10;0;5;5;7; ;5;5;10;10;10;10;10;10
501582;7;5;7;8;4;7;4;5;8;4;5; ; ; ; ; ; ;7;7;8
501600;5;7;8;8;8;7;8;8;7;8;8; ;8;10; ; ; ;7;10;10
501621;5;3;5;7;6;8;10;8;7;8;9; ;10; ; ; ; ;9;10;10
501640;4;3;9;9;8;2;2;3;2;1;3; ;0; ; ; ; ; ; ; 
501642;0;0;4;0;4;0;8;0;0;0;5;8;3; ; ; ; ;8;10;10
501648;0;0;0;0;0;0;0;0;5;0;0;0;0;0; ; ; ;10;0;5
501675;10;10;10;5;10;5;5;3;3;8;6; ; ; ; ; ; ;10;10;10
501690;4;0;0;0;0;5;3;5;5;0;5; ;9; ;10;8;7;5;3;0
501708;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ;0;0;0
501735;0;0;0;2;0;2;0;7;0;7;5; ; ;8; ; ; ;0;0;0
501741;4;6;9;8;6;7;7;6;7;6;5;6;6; ; ; ; ;6;8;8
501744;5;0;5;0;0;7;7;2;7;8;7; ; ; ; ; ; ;9;8;5
501758;0;0;0;0;0;0;0; ; ; ; ; ;0;0; ; ; ;0;0;5
501763;2;1;2;1;2;2;4;0;0;2;2; ;3;2; ; ; ;0;0;2
501768;10;10;10;7;10;8;10;8;8;10;10;9;8;8; ; ; ; ; ; 
501779;1;1;5;5;3;1;1;1;1;1;1; ;1;2; ; ; ;9;9;9
501791;9;7;10;9;6;10;9;2;2;5;6;5;5;7;9;9;9;9;9;9
501799;0;0;3;3;4;0;0;5;2;4;4;5; ; ; ; ; ;2;2;5
501818;3;5;3;3;3;5;5;2;5;3;3; ;5;5; ; ; ; ; ; 
501830;5;5;6;3;4;7;7;0;2;5;1; ; ; ; ; ; ;2;1;3
501839;1;2;3;4;3;0;4;1;1;3;1;5;1; ; ; ; ;3;5;3
501860;3;0;0;0;5;5;5;0;0;5;5;5;5; ; ; ; ;0;0;3
501871;3;1;4;3;2;1;3;1;3;4;2; ;2; ; ; ; ;1;1;2
501872;4;4;5;4;5;3;5;0;6;4;5; ;6; ; ; ; ;8;5;5
501879;7;7;5;6;1;7;5;0;3;5;5; ;7;7; ; ; ;0;0;0
501881;0;0;3;2;3;0;0;0;0;0;0; ;0; ;0;0;0;0;0;0
501903;10;8;5;2;5;5;10;5;8;5;8;10;6; ; ; ; ;6;5;10
501937;8;8;10;10;7;8;7; ; ; ; ; ;8;9; ; ; ; ; ; 
501963;10;5;7;2;4;7;10;5;5;7;5; ;0;5; ; ; ;0; ; 
501988;7;5;10;10;10;10;10;8;8;10;10; ; ;10; ; ; ; ; ; 
502008;5;6;5;4;4;5;5;4;4;5;5; ; ; ;5;5;5;0;0;0
502010;5;5;8;6;8;10;10;9;5;5;10;10;6; ; ; ; ; ; ; 
502044;3;4;2;2;2;3;3; ; ; ; ; ;5; ;5;5;5;7;4;7
502047;0;0;5;0;5;0;5;0;5;5;5;10;0; ; ; ; ;0;5;0
502096;6;5;8;8;6;6;5;7;7;7;7;7; ; ; ; ; ;8;9;9
502123;0;0;2;0;2;0;0;0;0;0;0;0;0;0; ; ; ;2;0;5
502140;8;8;9;10;9;9;10;9;8;10;9; ;10; ;10;9;10; ; ; 
502144;4;4;4;2;4;2;5;2;4;3;3; ; ; ; ; ; ;3;5;3
502156;8;5;8;0;5;8;7;5;7;5;5; ; ; ;7;10;5; ; ; 
502169;8;5;5;5;6;7;9;10;8;7;8; ;8; ;7;8;8;7;7;5
502270;7;7;4;2;4;5;8;2;0;4;2;7;5; ; ; ; ;7;4;2
502285;8;9;9;8;8;9;9;5;8;8;8;9; ; ; ; ; ; ; ; 
502300;6; ;7;7; ;8;10;2;2;5;2;4;4;4; ; ; ; ;1;4
502304;9;7;4;5;5;4;8;8;7;6;8; ;8; ;7;7;7;7;8;8
502306;0;0;0;0;0;0;0; ; ; ; ; ;0;0; ; ; ;0;0;0
502311;4;4;7;8;7;6;8;7;8;8;7; ;7;8; ; ; ; ; ; 
502312;5;8;8;9;8;6;7; ; ; ; ; ; ;7; ; ; ;8;8;8
502318;10;10;10;10;10;9;10;10;10;10;10; ;10; ; ; ; ; ; ; 
502332;7;7;5;7;5;5;7; ; ; ; ; ; ;5; ; ; ; ; ; 
502335;10;7;4;4;8;5;5;10;10;10;10; ;8; ; ; ; ; ; ; 
502353;0;0;4;4;4;0;3;0;0;4;4; ;5;5; ; ; ;0;0;0
502363;5;7;7;7;7;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
502379;7;5;5;5;5;8;6;8;4;5;5; ;9;9; ; ; ; ; ; 
502384;3;0;5;5;5;0;2;2;0;2;3;4;0; ; ; ; ;4;4;6
502386;4;5;5;5;5;5;3; ; ; ; ;5;5;5; ; ; ; ; ; 
502402;8;6;3;3;3;8;6;6;3;6;5;5; ; ; ; ; ;6;6;3
502417;8;9;9;9;8;8;9;7;5;8;6; ;8; ; ; ; ; ; ; 
502420;5;5;4;4;3;9;10;6;5;7;4; ;7; ; ; ; ;8;8;9
502427;4;8;8;9;9;6;5;1;1;5;5; ;1; ; ; ; ; ; ; 
502446;6;7;9;8;9;8;10;7;7;9;8;8;8;7;10;8;10;10;10;10
502450;8;7;6;5;6;8;8;5;7;7;5;7;4;6; ; ; ; ; ; 
502452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502488;8;7;7;6;8;8;8;9;8;10;10; ; ; ; ; ; ;10;10;10
502489;8;7;9;9;9;10;8;8;9;9;9; ;8;10; ; ; ;9;9;10
502508;5;3;9;8;8;7;6;8;6;8;7; ;0;7; ; ; ;7;8;7
502519;7;6;7;8;6;4;6;3;1;3;1; ; ;7; ; ; ; ; ; 
502532;3;3;5;2;3;3;10;8;5;8;0; ;5; ; ; ; ; ; ; 
502536;7;10;7;6;7;8;8;8;8;10;8;8; ; ; ; ; ; ; ; 
502545;7;5;3;3;7;4;7; ; ; ; ;6; ; ; ; ; ; ; ; 
502550;9;8;10;10;9;8;8;10;9;9;9; ;9;9; ; ; ; ; ; 
502556;3;6;8;3;7;9;9;0;0;2;3; ; ;4; ; ; ; ; ; 
502557;3;3;3;2;3;7;3;2;5;7;7;4; ; ; ; ; ;7;8;7
502596;7;7;4;4;4;6;10;6;6;6;6;6; ;10; ; ; ;8;8;8
502599;6;5;8;6;8;6;6;6;8;8;8;8;8; ; ; ; ;5;8;8
502604;5;2;4;3;5;5;5;1;6;7;6;6; ; ; ; ; ; ; ; 
502636;8;8;8;7;7;7;8; ; ; ; ; ; ;8; ; ; ; ; ; 
502643;8;8;5;4;8;10;10;10;5;10;5;10;5; ;5;3;5;5;5;5
502645;5;5;5;4;4;5;5;6;5;5;6; ;6; ; ; ; ; ; ; 
502648;6;5;7;7;7;6;7;5;5;6;6; ;7; ; ; ; ;7;7;8
502657;9;9;10;7;10;9;8; ; ; ; ;9; ; ; ; ; ; ; ; 
502697;7;6;10;9;7;6;6;10;10;10;8;10;7; ; ; ; ;8;10;10
502701;10;10;10;10;9;10;10; ; ; ; ; ; ; ; ; ; ;10;10;10
502715;9;9;5;9;9;10;9;9;9;9;10;9; ; ; ; ; ;10;10;10
502737;6;4;10;8;7;2;3; ; ; ; ;10;1;2; ; ; ;9;9;7
502744;7;7;6;7;7;6;8;3;8;5;5; ;5;6; ; ; ;5;4;5
502772;7;7;7;7;5;5;5;3;5;3;5; ; ; ; ; ; ;3;7;5
502794;7;8;8;7;8;8;8;2;5;6;7;8;7;7; ; ; ; ; ; 
502798;6;5;5;5;5;5;5;8;7;8;8;5; ;6; ; ; ;8;8;8
502806;5;5;5;5;5;8;8;3;3;3;3; ; ;8; ; ; ;0;8;8
502820;2;2;0;0;7;8;2;0;0;5;1; ;0; ; ; ; ;2;2;0
502837;2;0;2;3;3;2;0;0;0;2;0; ;3;3; ; ; ;2;0;2
502852;10;7;10;10;10;7;7;10;0;10;5;10;0; ;0;0;10;0;7;10
502872;8;5;7;7;6;7;8;0;7;4;0;7;8; ; ; ; ;6;7;6
502877;0;0;5;0;1;5;10;0;0;5;5;5;7; ; ; ; ;10;10;5
502894;8;5;8;7;7;7;9;8;7;8;7;7;8;8; ; ; ; ; ; 
502936;9;10;10;9;10;10;10;10;10;10;10;10;10;10; ; ; ; ; ; 
502940;0;0;0;0;0;0;0;0;0;10;0; ;0; ; ; ; ;0;0;10
502941;10;10;5;5; ;5;5;8;10;10;10;5;5; ;5;5;5;0; ;5
502945;8;7;7;4;5;10;8;8;7;9;8;7; ;7; ; ; ;8;10;7
502955;8;6;3;3;4;8;8; ; ; ; ; ; ; ; ; ; ;7;5;7
502989;4;0;0;2;3;5;2;0;0;7;3; ; ;0; ; ; ; ; ; 
503006;3;0;0;3;0;3;5;0;0;0;0; ;0;0;0;0;5;0;0;0
503055;5;6;10;10;10;8;5;9;9;9;9;9; ;8;6;8;10; ; ; 
503067;3;0;0;5;0;5;6;5;0;8;5; ;5;8; ; ; ;0;0;0
503077;5;0;4;5;5;0;0;4;5;8;7; ;0;0; ; ; ;0;0;7
503083;8;9;10;10;9;6;9;4;8;9;9;10;7;7; ; ; ; ; ; 
503099;0;0;0;0;0;0;0; ; ; ; ; ;5; ; ; ; ;0;5;0
503154;0;0;0;0;0;0;7;0;0;8;0;0;0; ; ; ; ;0;0;0
503165;4;4;5;5;2;2;2;1;2;4;4; ; ; ; ; ; ;2;2;5
503254;8;7;8;8;7;7;8;4;8;8;6; ; ;7; ; ; ;3;4;7
503438;10;10;8;8;8;8;8;8;8;10;8; ; ; ; ; ; ; ; ; 
503444;2;6;2;3;5;6;5;5;5;7;7;7;7;7; ; ; ;6;6;6
503633;7;8;10;9;10;8;9;8;8;10;10; ; ;0; ; ; ;10;7;8
503822;7;6;7;6;7;7;9;6;7;7;8; ;6;5;6;6;8;8;8;8
503885;6;5;7;6;6;7;7;7;7;7;6;7; ; ; ; ; ;9;10;9
503973;7;6;9;8;8;7;7;5;6;5;6; ; ; ; ; ; ; ; ; 
503988;4;5;5;4;6;5;9;0;4;7;9;10;4;10;3;0;9;2;5;3
503991;6;5;0;0;0;2;6;0;7;5;7; ;7;0;5;0;8;0;0;5
503998;0;5;9;6;0;10;9;0;5;5;6;8;8;0; ; ; ;7;7;8
504141;5;5;5;5;5;5;7;9;7;9;9;5;7; ; ; ; ;9;9;9
504313;0;0;8;8;6;0;8;0;0;0;0;6;0; ; ; ; ;8;8;8
504338;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
504348;0;0;2;2;1;0;0;0;0;2;5; ;4;3;0;0;0;0;0;0
504377;10;10;10;10;10;10;10; ; ; ; ; ; ; ; ; ; ; ; ; 
504383;6;5;0;0;0;5;5;0;0;7;5;0;8;7; ; ; ;0;3;5
504398;6;6;6;5;7;5;5;3;3;5;3; ;5; ; ; ; ;3;5;3
504435;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ;0;0;0
504451;8;8;9;8;7;9;9;9;10;10;10; ; ; ; ; ; ;8;10;9
504459;10;10;10;10;10;10;10;8;8;6;8; ;8;7;7;8;8; ; ; 
504462;6;6;5;2;7;7;7;5;8;9;6; ; ;9; ; ; ;6;4;7
504465;4;2;0;0;0;9;8;0;0;9;9;9;8;5;2;10;5;5;10;0
504480;8;9;9;9;9;8;8;9;8;9;9; ;9;9;9;9;9; ; ; 
504481;8;7;9;5;5;8;8;8;5;8;6;8;8; ; ; ; ;8;10;7
504487;10;8;10;9;10;9;10;5;8;10;10;9; ;9; ; ; ;10;9;10
504502;1;0;8;8;7;0;2;6;5;5;6; ;7;0; ; ; ; ; ; 
504506;6;7;6;6;5;5;2;5;2;5;3;5;2;5; ; ; ;5;0;5
504549;1;2;1;1;0;1;2; ; ; ; ;5;5; ; ; ; ;2;5;5
504574;5;6;5;6;3;4;6;3;1;1;3; ;4;4; ; ; ;7;7;7
504576;8;7;7;6;6;7;7;6;6;6;7; ; ; ; ; ; ;6;7;7
504583;3;2;1;0;0;5;5;2;5;5;5;0; ; ; ; ; ;1;5;5
504612;0;0; ;0;0;10;10;10;10;10;10; ;10; ; ; ; ;0;10;10
504616;9;5;6;6;2;3;10;0;0;5;5; ;0;0; ; ; ;6;8;10
504619;8;6;8;8;7;7;6;10;10;7;8;8;8; ; ; ; ;10;10;10
504653;7;5;7;6;5;6;4;6;4;8;4;5;7; ; ; ; ;4;4;5
504701;7;7;7;7;7;6;5;5;5;7;7;6;6;7; ; ; ;5;6;7
504766;8;8;7;5;6;7;7;7;8;8;8; ;7;5; ; ; ;6;6;8
504768;7;5;6;3;6;7;10;6;4;2;6;4; ; ; ; ; ;6;7;7
504792;7;7;7;7;7;8;8;6;1;5;5; ;8;8; ; ; ;3;3;10
504804;0;0;3;0;0;0;0;3;0;0;0;0; ; ; ; ; ;3;5;4
504819;0;0;3;3;3;3;3;3;0;0;5; ;3;0; ; ; ;5;3;5
504848;6;7;8;7;6;5;8;9;8;9;9; ;8; ; ; ; ; ; ; 
504879;0;10;0;0;0;10;0;10;0;10;10; ; ; ; ; ; ;0;0;0
504889;0;10;10;10;0;10;0;10;10;10;10;10;10;0; ; ; ;0;10;10
504908;8;8;5;3;4;8;8;8;6;7;7; ;8; ; ; ; ; ; ; 
504956;7;5;10;8;10;5;5;8;8;10;10;6;2;2; ; ; ; ; ; 
505035;7;2;0;2;0;7;8;4;0;6;7; ; ;4; ; ; ;0;6;0
505048;2;1;6;5;1;1;8;7;0;3;7; ;0;0; ; ; ;8;8;8
505053;5;5;5;6;7;5;2;4;6;5;3; ;0; ; ; ; ;4;5;6
505062;2;6;7;4;7;0;0;5;4;5;5; ;0; ; ; ; ;8;8;2
505070;7;7;5;5;5;7;7; ; ; ; ; ;7;7; ; ; ;8;7;7
505086;1;1;0;0;1;0;1;0;1;5;1;3;0;1; ; ; ;5;5;0
505092;5;5;5;5;7;4;4;8;6;7;9; ; ; ; ; ; ; ; ; 
505108;7;7;10;6;8;8;10;8;10;10;9; ;9; ;9;10;10;8;10;10
505113;5;7;6;6;7;5;7;7;7;6;5; ; ; ; ; ; ; ; ; 
505117;0;0;0;0;7;0;7;3;0;10;8;10;10;8; ; ; ;0;0;10
505131;6;5;8;7;8;6;6;5;7;8;8; ; ; ;7;8;7;7;7;8
505215;3;0;5;4;8;4;6;2;6;7;1; ;5;4; ; ; ; ; ; 
505231;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505247;3;4;3;2;2;3;2;2;3;3;4; ;3; ; ; ; ; ; ; 
505250;8;8;7;8;9;8;9;7;9;10;10;8;8; ;8;8;9;6;6;6
505257;5;6;7;8;6;5;4;4;7;8;6; ;5;5; ; ; ;7;7;7
505265;5;7;9;8;9;7;7;0;0;0;0; ;0; ; ; ; ;5;7;8
505278;3;3;2;2;2;5;6;6;6;6;6; ; ; ; ; ; ;8;5;2
505279;6;4;0;0;0;2;3;3;4;5;3;0;5;4; ; ; ; ; ; 
505367;7;8;8;8;7;7;8;8;7;8;8;8; ; ; ; ; ; ; ; 
505410;5;5;10;8;10;5;5;5;10;10;9; ; ; ; ; ; ;10;10;10
505925;8;8;3;2;5;5;6;1;4;5;5;5;6;6; ; ; ; ; ; 
506376;4;10;5;6;5;5;4;6;3;10;0;5;6; ; ; ; ;5;6;5
506418;4;5;8;3;3;7;5;2;5;5;7; ;7; ; ; ; ;5;7;3
506473;6;6;7;7;7;4;5;7;10;8;8; ; ; ; ; ; ;4;4;4
506502;3;4;0;2;0;3;4; ; ; ; ; ; ; ; ; ; ; ; ; 
506528;7;6;7;7;6;8; ;8;5;8;8; ; ;9;8;10;10; ; ; 
506530;5;4;3;2;4;5;4;2;3;3;4; ;3;3;3;6;5;2;6;0
506542;5;2;1;1;0;2;0;7;7;5;7; ;5; ; ; ; ; ; ; 
506594;6;5;5;5;3;8;8;3;5;8;7;8; ;8; ; ; ;9;8;8
506654;2;2;8;6;7;7;9;3;3;3;3; ;3;3; ; ; ;5;3;3
506677;6;5;3;3;5;6;5;3;4;5;5; ;6; ; ; ; ;5;5;5
506682;8;7;8;7;8;8;8;8;8;8;8;7;8;8; ; ; ; ; ; 
506776;8;8;10;10;10;8;8;10;10;10;10; ;8; ;10;10;10;10;10;10
506789;7;6;5;7;4;6;7;4;5;7;7;6;1;5; ; ; ;7;8;8
506794;4;3;5;5;3;5;4;6;7;7;6;7;3;4; ; ; ;5;9;7
506823;5;5;6;6;5;7;7;5;6;6;7; ;6;5; ; ; ; ; ; 
506829;0;0;0;0;0;0;0;0;0;0;3;0;0; ;0;0;0;0;0;0
506830;5;0;10;8;10;8;10; ; ; ; ; ; ; ; ; ; ; ; ; 
506846;5;4;2;3;3;1;10;1;3;3;3;3; ;0; ; ; ;5;3;5
506910;0;0;0;0;0;0;0;0;0;10;10; ;0;0;0;0;5;0;0;3
506934;9;9;8;7;8;10;10;9;6;8;10;7;9;10;10;6;7;8;8;8
506944;5;8;5;3;5;5;10;5;0;3;5;5; ; ; ; ; ;5;10;3
507038;0;4;5;3;3;3;5;5;3;5;5; ;6; ; ; ; ;3;0;0
507057;5;5;8;7;7;5;5;4;5;7;7; ; ; ; ; ; ;8;9;7
507079;5;5;8;6;5;0;0;0;5;8;8;5;0; ; ; ; ; ;5;8
507099;3;2;6;3;2;4;2;1;1;6;1; ; ; ; ; ; ;2;3;4
507112;0;0;3;2;3;0;0; ; ; ; ; ;0;3; ; ; ; ; ; 
507144;7;6;7;6;5;8;8;7;7;8;8; ; ; ; ; ; ;7;7;8
507173;0;0;0;0;0;0;0;0;4;4;0; ;4;0; ; ; ;4;4;4
507181;5;5;4;2;3;2;5;4;5;8;7;2; ; ;4;7;7;4;6;6
507199;10;0;0;0;0;0;0; ; ; ; ;0; ; ; ; ; ;0;10;10
507210;6;6;6;3;7;8;8; ; ; ; ;8; ; ; ; ; ;3;5;5
507225;7;5;6;7;6;7;5; ; ; ; ; ; ; ; ; ; ; ; ; 
507254;10;8;10;10;9;10;10;8;8;10;10;10;10; ; ; ; ;10;10;10
507255;6;4;4;4;5;4;6;2;6;4;3;4;5;4;3;5;4;3;3;3
507273;3;2;2;0;0;3;10; ; ; ; ; ;4; ; ; ; ;10;8;8
507293;4;3;4;3;4;4;4;3;4;4;8; ;5; ; ; ; ;5;5;5
507295;4;4;5;0;0;8;8;9;9;9;9; ;9;9; ; ; ;9;9;9
507299;0;0;0;0;0;0;10;0;10;10;10;10;10;0; ; ; ;10; ;10
507325;7;7;4;4;6; ;8;7;6;8;9; ;8; ; ; ; ;6;7;7
507346;8;3;3;2;3;5;5;6;3;5;5;7;4; ; ; ; ;5;5; 
507351;8;8;7;7;7;7;7;4;5;7;7;7;7; ; ; ; ; ; ; 
507366;8;8;4;4;8;10;10;8;8;8;8;10; ; ; ; ; ;4;4;6
509774;10;10;10;10;10;10;10;9;10;10;10; ;10; ; ; ; ;9;10;10
509798;5;5;7;3;3;7;7;3;7;8;7; ;9; ; ; ; ;5;5;8
509799;8;8;5;5;6;10;9;4;8;8;8; ;6; ; ; ; ;0;2;0
509803;4;2;2;1;0;1;4;0;2;4;5;2;2;4; ; ; ;1;2;4
509808;9;9;10;9;10;9;10; ; ; ; ; ; ; ; ; ; ;8;8;10
509813;5;5;3;3;3;5;5;9;5;8;8; ; ;2; ; ; ; ; ; 
509817;5;3;0;2;0;0;5; ; ; ; ; ;0;5;1;0;0;0;1;1
509818;8;8;8;10;7;9;9; ; ; ; ; ; ; ; ; ; ; ; ; 
509819;0;2;3;0;3;4;4;8;5;8;9; ; ;7; ; ; ;9;8;9
509822;5;5;5;7;5;10;9;8;8;8;9; ;8;8; ; ; ; ; ; 
509826;0;0;2;0;10;0;0;0;0;0;0; ;0; ;0;0;0; ; ; 
509830;9;8;9;10;8;10;8;0;1;3;5; ;7; ; ; ; ;3;3;5
509833;9;9;10;9;9;10;10;8;8;9;10;10; ; ; ; ; ; ; ; 
509845;5;5;2;0;5;5;7;0;7;7;5; ; ; ; ; ; ;7;5;6
509854;8;8;9;9;9;7;9;4;2;7;6; ;7; ; ; ; ;1;1;2
509855;8;8;8;8;8;9;9;6;8;8;8;7;9; ; ; ; ;8;9;10
509874;2;1;6;6;6;1;1;5;2;5;4;4;4;2;7;7;7;7;6;6
509889;7;8;8;9;9;8;9;8;9;9;9; ; ;8; ; ; ; ; ; 
509890;8;8;10;10;10;10;7; ; ; ; ; ;9;10;2;5;4;0;5;8
509920;5;6;1;2;1;6;4;7;2;6;7; ;1;4; ; ; ;2;0;8
509945;5;5;4;5;4;6;6;10;6;7;7;5; ;10; ; ; ; ; ; 
509966;8;5;5;5;3;0;5;0;0;5;6; ; ; ; ; ; ; ; ; 
509970;5;6;3;0;3;7;5;5;5;3;5;5;5; ; ; ; ;0;5;0
510000;5;3;3;3;3;3;3;8;8;8;3; ;2;5; ; ; ;5;5;5
510016;10;10;10;8;8;5;5; ; ; ; ;10; ; ;5;5;8; ; ; 
510021;8;6;9;8;7;10;10; ; ; ; ; ;7; ; ; ; ;6;4;7
510029;9;8;9;7;9;5;6;8;7;7;9; ;8; ; ; ; ;5;6;7
510041;7;8;7;4;9;8;5;3;0;8;6; ;5;5;7;5;5;7;7;10
510049;7;6;6;6;6;7;9;6;7;7;8; ;7;8; ; ; ;7;6;8
510072;0;1;4;0;3;8;5;4;5;6;5; ;6;0; ; ; ;6;6;5
510086;7;8;8;6;8;9;9;10;9;10;10; ;9; ; ; ; ;10;10;9
510092;1;2;5;5;6;5;5;6;5;6;6;6; ; ; ; ; ;6;6;5
510116;5;7;9;8;8;5;5;7;6;8;8; ;5;1; ; ; ; ; ; 
510119;9;9;10;8;8;5;5;2;10;10;9; ;8; ;8;8;9; ; ; 
510137;5;5;6;8;8;2;5; ; ; ; ;2;10;10; ; ; ;5;5;5
510141;10;8;10;10;10;7;7;8;7;10;8; ;6; ; ; ; ; ; ; 
510143;10;10;8;9;8;7;8;8;10;10;8; ;10; ; ; ; ;10;10;10
510165;0;0;0;0;0;0;0;0;0;0;0;5; ; ; ; ; ; ; ; 
510180;4;5;4;4;4;5;5;4;4;6;4; ;4; ; ; ; ;4;4;6
510206;7;6;7;4;5;3;8;0;8;6;5; ;0; ;0;0;4; ; ; 
510209;6;5;5;6;5;2;2;3;7;6;6; ;3;7; ; ; ;7;10;7
510255;8;6;6;5;7;5;5;5;4;9;7; ; ;7; ; ; ;7;7;5
510264;8;6;5;3;5;3;5;7;5;7;7;5;6; ; ; ; ;0;1;5
510294;10;3;8;9;8;9;8;4;9;10;9; ; ;8; ; ; ;9;7;8
510296;6;6;8;7;8;5;7; ; ; ; ;6;4; ; ; ; ; ; ; 
510307;1;1;1;0;1;1;3;0;0;0;0; ;0; ;0;0;0;0;0;0
510338;7;5;8;7;7;5;5;9;8;9;9;5; ; ; ; ; ;9;9;8
510345;5;5;8;8;9;7;7; ; ; ; ; ; ; ; ; ; ;10;10;10
510360;9;6;10;9;8;9;9;7;7;8;7;9; ; ;6;8;7; ; ; 
510361;3;0;1;1;1;2;4;3;2;5;4;4;2; ; ; ; ;0;1;0
510403;4;2;1;1;1;6;4;4;5;5;5; ;4;2; ; ; ; ; ; 
510404;7;5;7;4;8;5;8; ; ; ; ; ;5; ; ; ; ;7;8;7
510405;3;3;5;4;4;4;6;6;5;5;4; ;6;5; ; ; ;4;6;5
510439;7;6;6;7;7;6;7;3;5;5;5; ;4;6; ; ; ;6;5;9
510445;7;8;8;8;5;8;7;8;7;8;7; ;8;8;9;9;9; ; ; 
510446;2;3;3;3;5;0;0;1;2;3;2;5;3;3; ; ; ; ; ; 
510476;5;7;9;8;7;7;7; ; ; ; ; ; ; ; ; ; ;2;2;7
510497;6;6;3;0;6;6;8;4;0;5;5; ;8;0; ; ; ;6;3;2
510499;2;2;2;2;0;5;5;2;3;5;3; ;5;3; ; ; ;0;2;0
510543;7;7;7;6;6;6;6;6;5;5;6; ;5;7; ; ; ;6;6;7
510544;5;6;4;2;2;8;8;4;5;7;4; ;10; ; ; ; ;0;0;5
510576;5;3;3;3;3;3;3;2;3;2;3;3;3; ;3;3;3;3;3;3
510581;8;8;9;8;7;8;10;8;8;9;8;9;9;9;9;9;8;9;9;7
510590;5;0;8;5;5;7;5;0;2;5;2;7;7; ; ; ; ;2;0;8
510597;9;8;8;8;7;8;8;3;5;7;7; ; ; ; ; ; ;6;7;7
510600;7;8;7;7;7;7;6;2;7;8;8; ;8;8; ; ; ;5;7;7
510610;4;3;5;5;6;6;6;7;7;8;8;6; ;5; ; ; ;2;3;5
510626;0;0;0;0;0;4;4;0;0;0;0; ;0; ; ; ; ;0;0;0
510642;6;5;5;5;6;5;4;6;2;5;6; ;5; ;7;8;8;7;6;4
510643;8;7;8;6;6;5;8;2;5;8;2; ;7;8; ; ; ;6;8;8
510648;10;5;6;6;5;10;10;10;10;10;10; ;8;10; ; ; ;10;10;10
510667;9;7;10;4;3;10;10; ; ; ; ; ; ; ; ; ; ;7;10;10
510670;8;9;7;8;8;9;9;8;6;9;9;7; ;10; ; ; ;7;6;7
510706;9;8;8;8;8;9;9;8;8;9;9; ; ; ; ; ; ; ; ; 
510712;6;7;8;8;8;7;5;4;5;7;7; ; ;6; ; ; ;10;9;9
510719;3;2;3;2;3;4;3;3;3;3;3; ;3;3; ; ; ;3;3;3
510741;10;7;9;10;8;10;5;10;7;3;8;10;8;10; ; ; ;5;0;10
510744;7;5;5;5;5;10;8;0;7;8;5; ;5;5; ; ; ; ; ; 
510760;6;8;10;7;6;9;9;10;8;7;9;6;6;6; ; ; ;6;8;10
510761;0;0;0;0;0;0;0;5;0;0;3;0; ; ; ; ; ;5;5;5
510784;4;6;7;7;5;6;4;4;8;7;6;7; ; ; ; ; ;4;6;7
510848;8;6;9;10;8;10;7;5;7;6;6;8; ; ; ; ; ; ; ; 
510850;3;6;6;5;1;0;7;7;7;8;7; ;6;4; ; ; ;8;5;6
